Afrika	Африка
Sepak takraw	Сепактакрау
Billboard 200	Billboard 200
Zastava Arube	Флаг Арубы
Ljekovito bilje	Лекарственные растения
Fortaleza EC	Форталеза (футбольный клуб)
Kišni čovjek	Человек дождя
Panteon (Pariz)	Пантеон (Париж)
Egzil	Изгнание
Futurologija	Футурология
Rak debelog crijeva	Колоректальный рак
Karavan (automobil)	Универсал (кузов)
Kod	Код
Gao	Гао
Mnogoljušturaši	Панцирные моллюски
Bonton	Этикет
Ćelijska dioba	Деление клетки
Carnotov ciklus	Цикл Карно
Plantaža	Плантация
1430te	1430-е годы
Katherine Howard	Говард, Екатерина
Informacijska RNK	МРНК
Premier League 2009/2010.	Чемпионат Англии по футболу 2009/2010
Ćelijski ciklus	Клеточный цикл
Anamneza	Анамнез
Egalitarizam	Эгалитаризм
Decentralizacija	Децентрализация
James Naismith	Нейсмит, Джеймс
Perspektiva (vizualno)	Перспектива
B.B. King	Кинг, Би Би
Cliff Burton	Бёртон, Клиффорд Ли
Mount Erebus	Эребус
William Gibson	Гибсон, Уильям
Drum and bass	Драм-н-бэйс
Dimitrije I, veliki knez Moskve	Дмитрий Иванович Донской
Divergencija	Дивергенция
Prešov (regija)	Прешовский край
Waterloo (čvor)	Ватерлоо
Klijen	Голавль
Nogometna reprezentacija Crne Gore	Сборная Черногории по футболу
TED (konferencija)	TED (конференция)
Svjetsko prvenstvo u nogometu 2010 - grupa H	Чемпионат мира по футболу 2010. Группа H
Produžena moždina	Продолговатый мозг
Britpop	Брит-поп
Lockheed U-2	Lockheed U-2
Alyssa Milano	Милано, Алисса
Monk	Детектив Монк
Međućelijske veze	Межклеточные контакты
Xzibit	Xzibit
Pastel	Пастель
Von Neumannova arhitektura	Архитектура фон Неймана
Spisak gradova u Španiji	Города Испании
Izomorfizam	Изоморфизм
Spirala	Спираль
Razmjenjivač toplote	Теплообменник
Sophie Monk	Монк, Софи
Ćelijski automat	Клеточный автомат
Trogir	Трогир
Jagiellonia Białystok	Ягеллония
3D računarska grafika	Трёхмерная графика
UEFA Liga prvaka 2010/2011.	Лига чемпионов УЕФА 2010/2011
FA Community Shield	Суперкубок Англии по футболу
Joseph McCarthy	Маккарти, Джозеф
Nogometna reprezentacija Islanda	Сборная Исландии по футболу
Tempo	Музыкальный темп
Davor Šuker	Шукер, Давор
Kevin Garnett	Гарнетт, Кевин
Bash	Bash
Davisov prolaz	Девисов пролив
Zeltweg	Цельтвег
Nogometna reprezentacija Sovjetskog saveza	Сборная СССР по футболу
Oficir	Офицер
13. grupa hemijskih elemenata	Подгруппа бора
Spisak gradova u Švedskoj	Города Швеции
4. grupa hemijskih elemenata	Подгруппа титана
Retrovirus	Ретровирусы
Nogometna reprezentacija Latvije	Сборная Латвии по футболу
Laboratorija za mlazni pogon	Лаборатория реактивного движения
CONCACAF Gold kup	Золотой кубок КОНКАКАФ
Cementit	Цементит
Stadion Royal Bafokeng	Роял Бафокенг (стадион)
Apolodor iz Damaska	Аполлодор из Дамаска
RISC	RISC
King Crimson	King Crimson
Lutrija	Лотерея
CSI: Miami	C.S.I.: Место преступления Майами
Zemunik Donji	Земуник-Доньи
Brigantin	Бригантина
Zemun	Земун
Pustinja Sonora	Сонора (пустыня)
Kvestor	Квестор
Razumijevanje govora	Распознавание речи
MMS	MMS
Laminarno strujanje	Ламинарное течение
18. vijek p. n. e.	XVIII век до н. э.
Ulema	Улем
Trg Concorde	Площадь Согласия
Astrip	Аристипп
Hemijska ravnoteža	Химическое равновесие
Flota	Флот
Brian de Palma	Де Пальма, Брайан
Jonski red	Ионический ордер
Grb Švicarske	Герб Швейцарии
Malter	Раствор (строительство)
Baza (linearna algebra)	Базис
Haridžije	Хариджиты
Evropsko prvenstvo u nogometu 2016.	Чемпионат Европы по футболу 2016
Zlatno pravilo	Золотое правило нравственности
Grb Slovačke	Герб Словакии
Islamska umjetnost	Исламское искусство
Vardar	Вардар
Javno zdravstvo	Социальная гигиена и организация здравоохранения
Zastava Angvile	Флаг Ангильи
Zastava Jerseya	Флаг Джерси
Spisak mjesta Svjetske baštine u Africi	Список объектов всемирного наследия ЮНЕСКО в Африке
Van der Waalsove sile	Силы Ван-дер-Ваальса
Dentin	Дентин
Dezinformacija	Дезинформация
Zenon (čvor)	Зенон (имя)
FC Basel	Базель (футбольный клуб)
Poikilotermija	Пойкилотермия
Star Alliance	Star Alliance
Ortoklas	Ортоклаз
François Noël Babeuf	Бабёф, Гракх
Emacs	Emacs
Mg (čvor)	MG
Timpan	Литавры
Elipsa (figura)	Эллипсис
Ayerbe	Аербе
Spisak faraona	Список фараонов
Svod	Свод
Mogiljovska oblast	Могилёвская область
1460te	1460-е годы
Plitvička jezera (nacionalni park)	Плитвицкие озёра
Fes	Феска
Hercegovina	Герцеговина
Benito Pérez Galdós	Перес Гальдос, Бенито
Chicago (film)	Чикаго (фильм, 2002)
Grb Saveza Sovjetskih Socijalističkih Republika	Герб СССР
Dyskobolia Grodzisk Wielkopolski	Дискоболия
Game (reper)	Game (рэпер)
Spisak norveških kraljeva	Список королей Норвегии
Mliječna žlijezda	Молочная железа
Ulcinj	Улцинь
Pitija	Пифей
Tugra	Тугра
Gorillaz	Gorillaz
St. Jakob-Park	Санкт-Якоб Парк
Heparin	Гепарин
Kosovski rat	Косовская война
Svjetski šahovski prvaci	Чемпионат мира по шахматам
Roksana	Роксана
Margareta Angulemska	Маргарита Наваррская
Île de la Cité	Остров Сите
Zastava Bermuda	Флаг Бермуд
Tetrahidrokanabinol	Тетрагидроканнабинол
Harmonijsko osciliranje	Гармонический осциллятор
Cink oksid	Оксид цинка
Hoax	Мистификация
Grb Malte	Герб Мальты
Ivan Duns Škot	Иоанн Дунс Скот
Knut III, kralj Danske	Хардекнуд
Allen Iverson	Айверсон, Аллен
Grej	Грей (единица измерения)
Karin	Карин (император)
Ležaj	Подшипник
Kastor i Polideuk	Диоскуры
1470te	1470-е годы
Polje (matematika)	Поле (алгебра)
Lockheed SR-71	Lockheed SR-71
Benvenuto Cellini	Челлини, Бенвенуто
Mjenica	Вексель
Dumbledoreova armija	Отряд Дамблдора
Grb Švedske	Герб Швеции
Turbulencija	Турбулентность
Talenat (mjera)	Талант (единица измерения)
Jigorō Kanō	Кано, Дзигоро
Gvineja (čvor)	Гвинея (значения)
Antiklinala	Антиклиналь
Fotogrametrija	Фотограмметрия
Bruce Dickinson	Дикинсон, Брюс
Larry Bird	Бёрд, Ларри
E160a	Каротин
Zoe Saldana	Салдана, Зои
Svjetsko prvenstvo u hokeju na ledu	Чемпионат мира по хоккею с шайбой
Edmund Veličanstveni	Эдмунд I
Joruba	Йоруба (народ)
NATO fonetska abeceda	Фонетический алфавит ИКАО
Filmska trilogija Gospodar prstenova	Властелин колец (кинотрилогия)
Centralna banka Ermenije	Центральный банк Республики Армения
Natrij karbonat	Карбонат натрия
Centralna banka Azerbejdžana	Центральный банк Азербайджанской Республики
Horsens	Хорсенс
Termopar	Термопара
CNC mašina	Числовое программное управление
Richard Wright	Райт, Ричард
Konosman	Коносамент
Miletska škola	Милетская школа
Muflon	Муфлон
Stator	Статор
Dejtonski sporazum	Дейтонское соглашение
Maćuhica	Фиалка трёхцветная
Čarobni predmeti u Harryju Potteru	Волшебные предметы мира Гарри Поттера
Apijan	Аппиан
Tao	Дао
Nepravilna galaksija	Неправильная галактика
Katamaran	Катамаран
Magnetar	Магнетар
Moodle	Moodle
Patuljasta galaksija	Карликовая галактика
Lagrangeova tačka	Точки Лагранжа
Energija aktivacije	Энергия активации
1480te	1480-е годы
Zimzelene biljke	Вечнозелёные растения
Apop	Апоп
Christopher Plummer	Пламмер, Кристофер
Memento	Помни
BSC Young Boys	Янг Бойз
Moravskošleski kraj	Моравскосилезский край
L'Hôpitalovo pravilo	Правило Лопиталя
Standard Liège	Стандард (футбольный клуб, Льеж)
Metida (mitologija)	Метида (мифология)
Eadweard Muybridge	Мейбридж, Эдвард
Gama funkcija	Гамма-функция
Limuzina	Седан
Danaja	Даная
OCLC	Online Computer Library Center
550te p. n. e.	550-е годы до н. э.
Centralizacija	Централизация
Web dizajn	Веб-дизайн
Vod smrti	Взвод (фильм)
Zastava Saveznih Država Mikronezije	Флаг Федеративных Штатов Микронезии
Centralni komitet	Центральный комитет
Podrutina	Подпрограмма
Centralni masiv	Центральный массив
1490te	1490-е годы
Pascalov zakon	Закон Паскаля
Triglif	Триглиф
Centralna Srbija	Центральная Сербия
