Afrika	Африка
Skolioù uhel Frañs	Большие школы (Франция)
Eiltristurieg	Кость-трапеция
Pasaia	Пасахес
Beasain	Беасайн
Pint glas	Голубой зяблик
Paula	Павла
Tourako meur	Большой голубой турако
Tinamou brizh	Пятнистый нотура
Hilos	Гилл (мифология)
Roll rouaned Swaziland	Король Свазиленда
Bulbasaur	Бульбазавр
Mwaro (proviñs)	Мваро (провинция)
Weneted	Венеты (кельтское племя)
Plougouskant	Плугрескан
Vouilly	Вуйи
Oinomaos	Эномай
Commes	Ком (Франция)
Norolles	Нороль
Cricqueville-en-Auge	Криквиль-ан-Ож
Houlgate	Ульгат
Crouay	Круэ
Cristot	Кристо
Saint-Hymer	Сент-Име
Villons-les-Buissons	Виллон-ле-Бюиссон
Litteau	Литто
Cerizy	Серизи
Crocy	Кроси
Cormolain	Кормолен
Culey-le-Patry	Кюле-ле-Патри
Crèvecœur-en-Auge	Кревекёр-ан-Ож
Douville-en-Auge	Дувиль-ан-Ож
Livry (Calvados)	Ливри (Кальвадос)
Épinay-sur-Odon	Эпине-сюр-Одон
Mastektomiezh	Мастэктомия
Curcy-sur-Orne	Кюрси-сюр-Орн
Saint-Louet-sur-Seulles	Сен-Луэ-сюр-Сёль
Esquay-Notre-Dame	Эске-Нотр-Дам
Cully (Calvados)	Кюлли
Espins	Эспен
Dampierre (Calvados)	Дампьер (Кальвадос)
Courtonne-les-Deux-Églises	Куртон-ле-Дёз-Эглиз
Ussy	Юсси
Courcy (Calvados)	Курси (Кальвадос)
Ouaka	Уака (префектура)
Pithon	Питон (Эна)
Mambéré-Kadéï	Мамбере-Кадеи
Esson	Эссон
Kémo	Кемо
Haut-Mbomou	Верхнее Мбому
Mbomou	Мбому (префектура)
Vakaga	Вакага
Ouham-Pendé	Уам-Пенде
Haute-Kotto	Верхнее Котто
Neopsephotus bourkii	Розовобрюхий травяной попугайчик
Poudou	Пуду
Démouville	Демувиль
An Gearasdan	Форт-Уильям (Шотландия)
Loch Coirib	Лох-Корриб
Heureuchin Brandt	Длинноиглый ёж
Heterofobiezh	Гетерофобия
Yukata	Юката
Gwienna	Гиень
Getaria (Gipuzkoa)	Гетария
Kensonenn dre entarzhañ	Имплозивные согласные
Kensonenn dre serriñ huged divouezh	Глухой увулярный взрывной
Ten Boer	Тен-Бур
Loppersum	Лопперсюм
York University	Йоркский университет
Kensonenn huged dre daravat divouezh	Глухой увулярный фрикатив
Brezhoned	Бритты
Cascades	Каскады (Буркина-Фасо)
Centre-Nord (Burkina Faso)	Северо-Центральная область (Буркина-Фасо)
Centre-Ouest (Burkina Faso)	Западно-Центральная область (Буркина-Фасо)
Est (Burkina Faso)	Восточная область (Буркина-Фасо)
Etrevroadel saviadelour	Ситуационизм
Dirke	Дирка
Beg Tarifa	Марроки (мыс)
Slochteren	Слохтерен
Boukaner	Буканьеры
Panakeia	Панакея
Midlands	Мидлендс (регион)
Vickers Wellington	Vickers Wellington
Camanachd	Шинти
Qacha's Nek (distrig)	Цгачас-Нек (район)
Bubalornis	Буйволовые ткачи
Geriadur lunioù Kangxi	Словарь Канси
La Rambla	Рамбла
Perigòrd	Перигор
Buceros	Гомраи
Biache-Saint-Vaast	Бьяш-Сен-Ва
Brebières	Бребьер
Fouin (evn)	Сверчки (птицы)
Campagne-lès-Hesdin	Кампань-ле-Эден
Anzin-Saint-Aubin	Анзен-Сент-Обен
Divion	Дивьон
Auchy-les-Mines	Оши-ле-Мин
Arques (Pas-de-Calais)	Арк (Па-де-Кале)
Tanaro	Танаро (река)
Bezoar	Безоар
Emgann Vouillé	Битва при Вуйе
Pokerig-Krüper	Черноголовый поползень
Kogenneg-Thekla	Короткопалый хохлатый жаворонок
Eizhbit	Октет (информатика)
Isbergues	Исберг
Kannañ	Стирка
Hirder kensonennel	Геминация
Tu (pobl)	Монгоры
Cyanolyca	Мексиканские сойки
Touggourt	Туггурт
Distrig Kroměříž	Кромержиж (район)
Distrig Vsetín	Всетин (район)
Vendin-le-Vieil	Ванден-ле-Вьей
Korzenn (savouriezh)	Шпиль
Tinamou bras	Большой тинаму
Echimyidae	Щетинистые крысы
Harlow	Харлоу
Bertincourt	Бертенкур
Kaerell roudennek Afrika	Африканская ласка
Tenrek boutin	Обыкновенный тенрек
Cirencester	Сайренсестер
Octodontidae	Восьмизубовые
Razh moueek	Косматый хомяк
Pas-en-Artois	Па-ан-Артуа
Razh-korz	Тростниковые крысы
Annay (Pas-de-Calais)	Анне (Па-де-Кале)
Polyplectron	Павлиньи фазаны
Tragopan Blyth	Серобрюхий трагопан
Sequani	Секваны
Carnutes	Карнуты
Outreau	Утро (Па-де-Кале)
Haisnes	Эн (Па-де-Кале)
Blanca II Navarra	Бланка II Наваррская
Sialia	Лазурные птицы
Kaerell Patagonia	Патагонская ласка
The Queen Is Dead	The Queen Is Dead
Beylik	Бейлик
Cauca (stêr)	Каука (река)
Gazelenn Soemmerring	Сомалийская газель
Kié-Ntem	Ке-Нтем
Wele-Nzas	Веле-Нзас
Centre-Sud (Burkina Faso)	Юго-Центральная область (Буркина-Фасо)
Albatroz lost berr	Белоспинный альбатрос
Gresianeg Kappadokia	Каппадокийский язык
Kreiz Nevez	Новый центр (Франция)
Telefassa	Телефасса
MSM (revelezh)	Мужчины, практикующие секс с мужчинами
Savanes (Aod an Olifant)	Саван (Кот-д’Ивуар)
Ion (mitologiezh)	Ион (мифология)
Lan Xang	Лансанг
Heñvelreizhouriezh (termenadurezh)	Терминология для обозначения гомосексуальности
Rouantelezhioù Ankouaet	Forgotten Realms
Liv ar c'hroc'hen den	Цвет кожи человека
Vogalenn a-dreñv	Гласные заднего ряда
Ouderwijk	Одрюик
Gallinula	Камышницы
Morobe	Моробе
Proviñsoù istorel Finland	Исторические провинции Финляндии
Emgann Saulė	Битва при Сауле
Ĥ (lizherenn)	Ĥ
Tierniezh Teodosius	Династия Феодосия
Courcelles-lès-Lens	Курсель-ле-Ланс
Sonerezh keltiek	Кельтская музыка
Lu Pobl Vietnam	Вьетнамская народная армия
Makak Tibet	Макак Давида
Divvarrenn digompez	Разновысокие брусья
Souslik brizh	Крапчатый суслик
Kragvouc'h Dagestan	Восточнокавказский тур
Klujar-Spagn guchenn	Чубатая цесарка
Douvrin	Дуврен
Skritur burmek	Бирманское письмо
Gwespetaer Böhm	Бёмова щурка
Ibereg	Иберский язык
Lur Biafran	Биафрийский фунт
Rama IX	Пхумипон Адульядет
Relijion Henc'hres	Древнегреческая религия
Kensonenn staon a-gostez dre dostaat	Боковой палатальный сонант
Orsini	Орсини
Kouilou	Куилу
Dún na nGall	Донегол (город)
Poc'han kornek	Ипатка
Rochefort (bier)	Rochefort
Saint-Laurent-sur-Mer	Сен-Лоран-сюр-Мер
Mibinell ar geunioù	Водяной мангуст
Lizherenneg nabateek	Набатейское письмо
San Cristóbal (Galápagos)	Сан-Кристобаль (Галапагосские острова)
Gouelec'h Chihuahua	Чиуауа (пустыня)
Jak	Манекен (кукла)
Dilhad-korf merc'hed	Женское нательное бельё
Temploù Henegipt	Храмы Древнего Египта
C'hwil-krug	Пахучий стафилин
Brezel ar c'houignoù	Кондитерская война
Nana-Grébizi	Нана-Гребизи
Sangha-Mbaéré	Санга-Мбаэре
Pikteg	Пиктский язык
Calonne-Ricouart	Калонн-Рикуар
Konikl Brazil	Бразильский кролик
Taol-stad Gwengolo 1973 e Chile	Военный переворот 1973 года в Чили
Rashtrakuta	Раштракуты
Salm (kantik)	Псалом
The Boat That Rocked	Рок-волна
Devezh ar varzhoniezh er bed	Всемирный день поэзии
Gram-Ya	Грамположительные бактерии
Junko	Юнко
Calderón	Кальдерон
Gelao	Гэлао (народ)
Cambridge (disheñvelout)	Кеймбридж (значения)
Kefeüs	Кефей (царь Эфиопии)
Puffinus	Настоящие буревестники
Capri	Капри (значения)
Caracara	Каракары-каранчи
Korrgi	Вельш-корги
Callosciurus	Прекрасные белки
Bonnebosq	Бонбоск
Pokerig	Поползни
Clarbec	Кларбек
Carville (Calvados)	Карвиль (Кальвадос)
Elektra (Pleiadenn)	Электра (плеяда)
Bretteville-l'Orgueilleuse	Бретвиль-л’Оргейёз
Big Brother and the Holding Company	Big Brother and the Holding Company
Bons-Tassilly	Бон-Тассийи
Mary Poppins	Мэри Поппинс
Bernières-le-Patry	Берньер-ле-Патри
Bernières-d'Ailly	Берньер-д’Айи
Chênedollé	Шендолле
Carcagny	Карканьи
Ratufa	Гигантские белки
Catharus	Короткоклювые дрозды
Oberiadur brezel Cedar Falls	Операция «Сидар-Фолс»
Tiegezh Farnese	Дом Фарнезе
Río Negro (Uruguay)	Рио-Негро (приток Уругвая)
Bigòrra	Бигорр
Chalybura	Колибри-халибуры
Emgann Charleroi	Битва при Шарлеруа
Klik diweuz	Губно-губной щёлкающий согласный
Dic'hlann	Внезапный паводок
Gwikomm	Бур-де-Конт
Chihuahua	Чиуауа (значения)
Chimay (bier)	Chimay
Chloroceryle	Зелёные зимородки
Chlorostilbon	Изумрудные колибри
Saint-Domingue (trevadenn)	Сан-Доминго
Electroclash	Электроклэш
Groñvel	Гломель
Kerbêr	Керпер
Kerien-Boulvriag	Керьен
Vieux-Fumé	Вьё-Фюме
Bodeoù	Ле-Бодео
Kaouennieg	Коиньяк
Ergativel-absolutivel	Эргативные языки
Villers-Canivet	Виллер-Каниве
Villerville	Виллервиль
Varaville	Варавиль
Soignolles	Суаньоль
Trois-Monts	Труа-Мон
Truttemer-le-Grand	Трютме-ле-Гран
Tournay-sur-Odon	Турне-сюр-Одон
Verson	Версон
Soumont-Saint-Quentin	Сумон-Сен-Кантен
Vaux-sur-Seulles	Во-сюр-Сёль
Truttemer-le-Petit	Трютме-ле-Пти
Saint-Denis-de-Mailloc	Сен-Дени-де-Майок
Le Mesnil-Mauger	Ле-Мениль-Може
Danestal	Данесталь
Saint-Étienne-la-Thillaye	Сент-Этьен-ла-Тийей
Épron	Эпрон
Mouen	Муан (Кальвадос)
Goustranville	Густранвиль
Rocquancourt	Рокканкур
Juaye-Mondaye	Жюэй-Мондей
Coudray-Rabut	Кудре-Рабю
Sallen	Саллан
Saint-Julien-de-Mailloc	Сен-Жюльен-де-Майок
Saint-Martin-de-Sallen	Сен-Мартен-де-Саллан
Le Faulq	Ле-Фольк
Saint-André-d'Hébertot	Сент-Андре-д’Эберто
Fresney-le-Vieux	Френе-ле-Вьё
Planquery	Планкри
Placy	Пласи (Франция)
Kensonenn troc'h-avel dre daravat mouezhiet	Звонкий глоттальный спирант
Secqueville-en-Bessin	Секвиль-ан-Бессен
Vogalenn serr-etre a-dreñv ront	Огублённый гласный заднего ряда средне-верхнего подъёма
Jort	Жор
Unvaniezh demokratel etrebroadel	Международный демократический союз
Plateau-Central	Центральное Плато (область, Буркина-Фасо)
Montserrado	Монтсеррадо
Boké (rannvro)	Боке (провинция)
Kensonenn kevig dre fic'hal divouezh	Глухая альвеолярная аффриката
Kevredad Komunour Dispac'helour	Революционная коммунистическая лига (Франция)
Le Manoir (Calvados)	Ле-Мануар
Notre-Dame-de-Courson	Нотр-Дам-де-Курсон
Heuland	Элан (Кальвадос)
Hermanville-sur-Mer	Эрманвиль-сюр-Мер
Sainte-Croix-Grand-Tonne	Сент-Круа-Гран-Тон
Putot-en-Bessin	Пюто-ан-Бессен
Parfouru-sur-Odon	Парфурю-сюр-Одон
La Lande-sur-Drôme	Ла-Ланд-сюр-Дром
Grentheville	Грантвиль
Le Marais-la-Chapelle	Ле-Маре-ла-Шапель
Lékoumou	Лекуму
Saint-Manvieu-Norrey	Сен-Манвьё-Норре
Leffard	Леффар
La Hoguette	Ла-Огет
Saint-Jean-des-Essartiers	Сен-Жан-де-Эссартьер
Saint-Julien-sur-Calonne	Сен-Жюльен-сюр-Калон
Saint-Vaast-sur-Seulles	Сен-Ва-сюр-Сёль
Ducy-Sainte-Marguerite	Дюси-Сент-Маргерит
Vieux-Bourg	Вьё-Бур
Louvagny	Луваньи
Louis Guilloux	Гийу, Луи
